date,rating,country,employee_status,position_level,function_area,recommender_bin,perspective_commerciale_bin,approbation_pdg_bin,employee_status_label,year
2016-09-04,1.0,United States,0,Associate,Tax,-1,0,0,Former,2016
2016-10-16,5.0,India,0,Manager,Other,1,1,,Former,2016
2016-11-23,3.0,India,1,Manager,Other,-1,0,0,Current,2016
2016-11-23,3.0,United States,1,,Audit–Assurance,-1,1,1,Current,2016
2016-11-25,4.0,Portugal,0,Associate,Audit–Assurance,,,,Former,2016
2017-02-06,5.0,United States,0,Senior Associate,Other,,,,Former,2017
2017-02-15,3.0,United Kingdom,0,Associate,Other,,0,0,Former,2017
2017-03-30,4.0,Israel,0,Associate,Consulting–Advisory,,0,1,Former,2017
2017-05-24,4.0,Other,1,,Other,,1,1,Current,2017
2017-06-14,5.0,India,0,Associate,Other,1,1,1,Former,2017
2017-06-27,3.0,United States,1,Associate,Audit–Assurance,1,0,,Current,2017
2017-07-28,5.0,Zambia,1,Manager,Support (HR/Ops/Finance),,,,Current,2017
2017-08-08,4.0,Brazil,1,Associate,Tax,,,,Current,2017
2017-08-18,4.0,Hong Kong,1,Manager,Audit–Assurance,1,1,1,Current,2017
2017-10-16,4.0,United States,1,Associate,Tax,,0,1,Current,2017
2017-10-29,4.0,United Kingdom,1,Manager,Other,1,1,,Current,2017
2018-05-05,5.0,New Zealand,1,Associate,Consulting–Advisory,,1,0,Current,2018
2018-08-02,4.0,United States,1,,Other,1,0,1,Current,2018
2018-10-01,1.0,India,0,Senior Associate,Consulting–Advisory,-1,-1,,Former,2018
2018-10-10,1.0,United Kingdom,1,Associate,Audit–Assurance,,0,1,Current,2018
2019-04-08,1.0,United States,0,Associate,Other,-1,-1,0,Former,2019
2019-04-27,5.0,Malaysia,0,,Other,1,1,,Former,2019
2019-05-17,3.0,United States,0,Senior Associate,Other,-1,-1,0,Former,2019
2019-05-20,5.0,United States,0,,Other,1,0,1,Former,2019
2019-07-12,5.0,United States,0,Senior Associate,Consulting–Advisory,1,0,0,Former,2019
2019-08-15,1.0,United States,0,Manager,Other,,-1,-1,Former,2019
2019-11-27,1.0,India,1,Associate,Tech–IT–Data,-1,-1,0,Current,2019
2020-01-13,4.0,United Kingdom,0,Associate,Tax,,,,Former,2020
2020-06-10,1.0,United Kingdom,0,,Other,-1,-1,,Former,2020
2020-07-08,5.0,Other,0,,Tech–IT–Data,,1,1,Former,2020
2020-07-15,2.0,United States,1,Senior Associate,Other,,-1,-1,Current,2020
2020-08-04,3.0,United States,1,Associate,Audit–Assurance,,0,0,Current,2020
2020-08-11,5.0,United Kingdom,0,Intern,Audit–Assurance,1,1,0,Former,2020
2020-09-10,1.0,Other,0,Manager,Other,,0,0,Former,2020
2020-09-18,5.0,Other,1,Associate,Audit–Assurance,1,1,,Current,2020
2020-09-18,5.0,United States,1,Director,Other,1,0,1,Current,2020
2021-01-20,5.0,Thailand,0,Associate,Tax,1,0,0,Former,2021
2021-01-22,4.0,United States,0,Associate,Audit–Assurance,1,1,0,Former,2021
2021-02-09,2.0,South Africa,0,Associate,Audit–Assurance,,,,Former,2021
2021-02-17,1.0,Singapore,0,Associate,Audit–Assurance,-1,-1,0,Former,2021
2021-05-02,3.0,United States,0,Associate,Audit–Assurance,-1,1,1,Former,2021
2021-05-04,4.0,Other,1,Associate,Other,1,1,0,Current,2021
2021-05-06,1.0,India,0,Associate,Other,,,,Former,2021
2021-05-19,5.0,United States,1,Associate,Other,1,1,1,Current,2021
2021-06-13,4.0,United States,1,,Other,1,1,1,Current,2021
2008-07-02,4.0,Australia,1,Manager,Tech–IT–Data,1,,,Current,2008
2009-04-30,3.0,United States,1,Associate,Audit–Assurance,-1,,0,Current,2009
2009-11-08,5.0,United Kingdom,1,Associate,Tax,1,,1,Current,2009
2009-11-24,3.0,United States,1,Associate,Audit–Assurance,,,0,Current,2009
2010-04-30,4.0,United States,0,,Support (HR/Ops/Finance),,,1,Former,2010
2010-06-11,3.0,United States,1,Manager,Other,,,0,Current,2010
2010-06-15,4.0,Japan,1,,Other,1,,0,Current,2010
2010-11-25,3.0,United States,0,,Other,,,1,Former,2010
2010-12-12,4.0,United States,0,Associate,Audit–Assurance,1,,1,Former,2010
2011-02-25,5.0,Russia,1,,Other,1,,0,Current,2011
2011-05-02,3.0,United States,1,,Other,,,1,Current,2011
2011-06-06,5.0,United States,1,Manager,Consulting–Advisory,1,,1,Current,2011
2011-07-19,4.0,United States,0,,Other,,,1,Former,2011
2011-07-29,4.0,United States,1,Senior Associate,Audit–Assurance,1,,0,Current,2011
2012-02-12,5.0,United States,1,Intern,Other,,,1,Current,2012
2012-02-20,2.0,United States,1,Associate,Support (HR/Ops/Finance),,,0,Current,2012
2012-04-25,3.0,India,1,,Other,1,,,Current,2012
2012-06-07,3.0,India,0,Associate,Other,1,0,0,Former,2012
2012-09-15,4.0,United States,0,Senior Associate,Other,1,1,1,Former,2012
2013-01-22,4.0,United Kingdom,1,Senior Associate,Support (HR/Ops/Finance),1,1,0,Current,2013
2013-03-05,4.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2013
2013-09-19,5.0,United States,1,Associate,Tax,1,1,1,Current,2013
2013-11-16,4.0,United Kingdom,0,Director,Other,1,-1,,Former,2013
2013-12-25,4.0,United States,0,,Audit–Assurance,1,1,1,Former,2013
2014-03-04,3.0,United States,0,Associate,Other,1,1,1,Former,2014
2014-03-31,4.0,Canada,0,Senior Associate,Support (HR/Ops/Finance),1,1,1,Former,2014
2014-04-02,4.0,Czechia,0,Director,Other,1,0,0,Former,2014
2014-05-13,3.0,Saudi Arabia,1,Associate,Tech–IT–Data,,,,Current,2014
2014-05-31,3.0,United States,0,Associate,Audit–Assurance,,1,1,Former,2014
2014-06-02,4.0,Other,1,Associate,Audit–Assurance,1,1,0,Current,2014
2014-08-16,4.0,Turkey,1,,Other,1,1,,Current,2014
2014-08-19,4.0,Singapore,1,Senior Associate,Consulting–Advisory,,1,0,Current,2014
2014-11-30,5.0,United States,1,Manager,Audit–Assurance,1,1,1,Current,2014
2014-12-20,5.0,United States,1,Associate,Audit–Assurance,1,1,,Current,2014
2015-05-01,4.0,United States,1,Senior Associate,Other,1,1,,Current,2015
2015-08-16,5.0,United States,1,Manager,Support (HR/Ops/Finance),1,1,1,Current,2015
2015-09-08,5.0,United States,0,Intern,Tax,1,0,0,Former,2015
2015-10-20,5.0,United States,0,Associate,Other,1,1,1,Former,2015
2015-12-23,1.0,United States,1,Associate,Audit–Assurance,-1,,-1,Current,2015
2016-01-08,4.0,Singapore,0,Senior Associate,Audit–Assurance,,0,0,Former,2016
2016-01-23,5.0,United States,0,Associate,Other,,,,Former,2016
2016-01-31,4.0,South Africa,1,,Other,1,0,,Current,2016
2016-03-05,5.0,United States,1,Associate,Audit–Assurance,,,,Current,2016
2016-03-08,3.0,United Kingdom,0,Senior Associate,Consulting–Advisory,1,1,0,Former,2016
2016-04-18,5.0,United States,1,Associate,Other,1,1,,Current,2016
2016-06-02,4.0,United Kingdom,1,Senior Manager,Other,,1,,Current,2016
2016-11-01,5.0,India,1,,Other,,,,Current,2016
2016-11-29,3.0,Other,1,Director,Deals–Transactions,-1,-1,0,Current,2016
2017-01-01,4.0,United States,1,Associate,Audit–Assurance,1,0,0,Current,2017
2017-01-31,4.0,United States,0,Senior Associate,Other,1,1,1,Former,2017
2017-02-17,4.0,United States,1,Senior Associate,Audit–Assurance,1,1,1,Current,2017
2017-03-02,5.0,Singapore,0,,Support (HR/Ops/Finance),,0,0,Former,2017
2017-03-05,3.0,United Kingdom,0,Senior Associate,Consulting–Advisory,,-1,,Former,2017
2017-04-06,4.0,United Kingdom,1,Senior Associate,Other,1,1,0,Current,2017
2017-06-07,5.0,Other,1,,Audit–Assurance,1,1,1,Current,2017
2017-06-28,2.0,India,1,Associate,Other,-1,0,,Current,2017
2017-07-20,4.0,Russia,0,,Other,,1,1,Former,2017
2017-07-27,4.0,United States,1,Associate,Deals–Transactions,1,0,0,Current,2017
2017-10-11,4.0,United States,1,Senior Associate,Other,,,,Current,2017
2018-01-08,4.0,United States,1,,Other,1,1,-1,Current,2018
2018-07-24,4.0,United States,1,Senior Associate,Consulting–Advisory,,1,1,Current,2018
2018-08-29,4.0,United States,1,Senior Associate,Audit–Assurance,1,1,1,Current,2018
2018-10-06,1.0,India,0,Associate,Support (HR/Ops/Finance),-1,-1,-1,Former,2018
2018-10-24,4.0,United States,1,,Other,1,0,1,Current,2018
2019-01-04,1.0,United Kingdom,0,Senior Manager,Other,,1,0,Former,2019
2019-01-23,3.0,United States,0,Intern,Other,,1,1,Former,2019
2019-05-28,4.0,United States,1,Manager,Other,-1,1,1,Current,2019
2020-06-15,5.0,Kazakhstan,1,Manager,Audit–Assurance,,,,Current,2020
2020-07-02,3.0,United States,1,,Other,,0,0,Current,2020
2020-08-28,4.0,United States,1,Director,Audit–Assurance,1,1,1,Current,2020
2020-09-08,5.0,United States,0,Partner,Other,1,1,1,Former,2020
2020-10-21,5.0,United States,1,Intern,Tax,,1,1,Current,2020
2021-01-19,4.0,United States,0,Associate,Deals–Transactions,,0,1,Former,2021
2021-01-26,5.0,Malaysia,0,Intern,Tax,1,1,1,Former,2021
2021-01-28,4.0,United States,1,Director,Other,1,1,,Current,2021
2021-04-16,4.0,Nigeria,1,Senior Associate,Other,1,1,,Current,2021
2008-06-13,1.0,United States,0,Associate,Audit–Assurance,1,,0,Former,2008
2009-09-07,4.0,China,1,Manager,Other,,,1,Current,2009
2010-01-30,4.0,United States,1,Senior Manager,Other,,,1,Current,2010
2010-04-22,4.0,United Kingdom,1,Senior Associate,Risk,,,0,Current,2010
2010-06-03,4.0,Other,0,Associate,Other,1,,1,Former,2010
2010-10-05,4.0,United States,1,Senior Associate,Other,,,1,Current,2010
2011-05-07,5.0,United States,1,Senior Associate,Other,1,,,Current,2011
2011-07-13,1.0,United States,0,,Other,,,0,Former,2011
2012-04-04,4.0,United States,1,Associate,Other,1,,0,Current,2012
2012-06-24,5.0,United States,0,Senior Associate,Other,1,1,1,Former,2012
2012-12-07,4.0,United States,1,,Other,,1,1,Current,2012
2013-04-13,5.0,Other,0,Manager,Other,,,,Former,2013
2013-06-04,4.0,Philippines,0,Associate,Tax,1,1,0,Former,2013
2013-06-24,3.0,United States,1,Associate,Consulting–Advisory,1,0,1,Current,2013
2013-06-26,3.0,Singapore,0,Intern,Other,,0,0,Former,2013
2013-08-10,5.0,United States,1,,Other,1,0,0,Current,2013
2013-08-13,4.0,Singapore,1,Senior Associate,Audit–Assurance,,1,1,Current,2013
2013-08-14,5.0,Other,1,Intern,Consulting–Advisory,1,1,,Current,2013
2013-09-27,4.0,China,1,,Deals–Transactions,,,,Current,2013
2013-11-11,1.0,India,0,Associate,Other,,-1,0,Former,2013
2013-11-15,4.0,Spain,1,Intern,Audit–Assurance,,1,,Current,2013
2014-03-07,3.0,United States,0,Manager,Other,,0,1,Former,2014
2014-03-13,4.0,China,0,Associate,Other,1,0,,Former,2014
2014-03-15,3.0,United States,1,Associate,Audit–Assurance,1,0,1,Current,2014
2014-04-14,2.0,Portugal,1,Associate,Other,-1,1,,Current,2014
2014-04-25,4.0,Other,1,Senior Associate,Audit–Assurance,1,1,1,Current,2014
2014-07-27,4.0,United Kingdom,1,Senior Associate,Consulting–Advisory,1,0,0,Current,2014
2015-03-02,5.0,United States,1,Associate,Consulting–Advisory,,1,,Current,2015
2015-03-06,3.0,Singapore,0,,Audit–Assurance,1,1,0,Former,2015
2015-04-08,5.0,United States,1,Senior Associate,Consulting–Advisory,1,1,,Current,2015
2015-04-14,5.0,Australia,1,Associate,Other,1,1,,Current,2015
2015-04-29,4.0,Ukraine,1,Manager,Audit–Assurance,1,1,,Current,2015
2015-07-02,3.0,United Kingdom,1,Senior Associate,Other,,,,Current,2015
2015-08-21,5.0,United States,1,Manager,Audit–Assurance,,1,1,Current,2015
2015-09-25,4.0,United Kingdom,1,,Audit–Assurance,1,1,0,Current,2015
2015-10-09,5.0,United States,0,Manager,Tax,1,1,1,Former,2015
2015-10-10,4.0,United States,0,Intern,Other,,,,Former,2015
2015-11-03,4.0,United Kingdom,1,Senior Manager,Consulting–Advisory,,1,,Current,2015
2015-12-06,4.0,United Arab Emirates,1,Associate,Consulting–Advisory,1,1,0,Current,2015
2016-04-06,4.0,India,1,,Other,,0,,Current,2016
2016-05-14,3.0,United Kingdom,0,Senior Associate,Other,1,1,0,Former,2016
2016-06-02,4.0,United States,0,Manager,Other,,,,Former,2016
2016-06-25,3.0,Turkey,0,Intern,Audit–Assurance,-1,0,1,Former,2016
2016-06-28,2.0,India,0,,Other,-1,,,Former,2016
2016-09-09,3.0,Other,0,Associate,Audit–Assurance,,1,0,Former,2016
2016-10-14,4.0,United States,0,,Consulting–Advisory,1,1,0,Former,2016
2016-12-15,4.0,Brazil,0,Senior Associate,Tech–IT–Data,,,0,Former,2016
2017-02-01,3.0,Other,1,Associate,Other,,-1,0,Current,2017
2017-02-14,1.0,United States,0,Associate,Consulting–Advisory,-1,0,0,Former,2017
2017-03-02,3.0,Ireland,0,,Audit–Assurance,-1,0,1,Former,2017
2017-03-27,4.0,United States,1,Senior Associate,Audit–Assurance,,1,1,Current,2017
2017-04-15,4.0,United States,0,Manager,Other,1,0,1,Former,2017
2017-05-13,3.0,United States,1,Associate,Consulting–Advisory,1,1,1,Current,2017
2017-06-14,4.0,Egypt,0,Associate,Other,1,1,0,Former,2017
2017-07-20,5.0,Argentina,0,Manager,Tech–IT–Data,1,1,0,Former,2017
2017-08-01,4.0,United States,1,Intern,Audit–Assurance,,1,,Current,2017
2017-10-02,4.0,United Kingdom,0,Director,Other,1,1,1,Former,2017
2017-10-19,3.0,Poland,0,Associate,Tech–IT–Data,,,,Former,2017
2017-12-23,3.0,United States,1,Senior Associate,Other,-1,-1,1,Current,2017
2017-12-23,2.0,United States,1,Associate,Audit–Assurance,1,1,0,Current,2017
2017-12-27,4.0,Russia,1,,Other,-1,-1,-1,Current,2017
2018-02-20,4.0,India,1,Senior Associate,Other,1,1,1,Current,2018
2018-03-03,1.0,India,0,Senior Associate,Other,-1,-1,0,Former,2018
2018-05-05,4.0,India,0,Associate,Other,,,,Former,2018
2018-08-02,3.0,Australia,1,,Other,,,,Current,2018
2018-09-13,3.0,Australia,0,Senior Associate,Audit–Assurance,,,,Former,2018
2019-03-31,5.0,China,0,Associate,Other,,1,1,Former,2019
2019-11-14,3.0,Singapore,1,Manager,Other,-1,0,,Current,2019
2019-12-13,5.0,United States,0,Senior Associate,Other,1,1,1,Former,2019
2020-05-23,5.0,United Kingdom,1,Manager,Audit–Assurance,1,1,,Current,2020
2020-08-15,4.0,New Zealand,0,Senior Associate,Other,1,1,1,Former,2020
2020-09-01,5.0,United States,0,Associate,Audit–Assurance,,1,1,Former,2020
2020-09-02,5.0,New Zealand,0,,Support (HR/Ops/Finance),1,1,0,Former,2020
2020-09-21,4.0,Other,0,Intern,Audit–Assurance,,1,,Former,2020
2020-11-05,5.0,Malaysia,0,Senior Associate,Support (HR/Ops/Finance),,,,Former,2020
2021-02-06,4.0,Singapore,1,Associate,Tax,-1,1,0,Current,2021
2021-03-10,3.0,United States,0,Associate,Other,,,0,Former,2021
2021-03-20,4.0,Singapore,0,Senior Manager,Other,,0,,Former,2021
2021-03-24,2.0,United Kingdom,1,,Other,-1,0,0,Current,2021
2021-04-26,3.0,United States,1,Associate,Audit–Assurance,-1,0,1,Current,2021
2021-05-10,1.0,India,0,Associate,Other,-1,0,,Former,2021
2021-06-10,2.0,United Arab Emirates,1,,Other,,,,Current,2021
2021-06-23,4.0,Russia,0,Manager,Other,,,,Former,2021
2009-08-26,4.0,Germany,1,Senior Associate,Other,1,,1,Current,2009
2010-10-10,4.0,United States,1,Manager,Tech–IT–Data,,,0,Current,2010
2012-02-07,4.0,India,1,Associate,Tech–IT–Data,1,,1,Current,2012
2012-07-29,4.0,United States,1,Director,Consulting–Advisory,,0,0,Current,2012
2013-01-28,4.0,United States,1,Senior Associate,Consulting–Advisory,1,0,,Current,2013
2013-01-30,5.0,Hungary,0,,Other,1,1,1,Former,2013
2013-03-10,5.0,India,0,Associate,Other,,1,1,Former,2013
2013-03-27,3.0,Singapore,0,Senior Associate,Other,1,1,,Former,2013
2013-04-04,4.0,India,1,Manager,Other,1,1,-1,Current,2013
2013-05-22,5.0,United States,1,Associate,Tax,1,1,1,Current,2013
2013-06-05,4.0,United States,0,Senior Associate,Tech–IT–Data,1,1,1,Former,2013
2013-10-11,5.0,Other,0,Intern,Other,1,,,Former,2013
2014-01-02,4.0,Finland,1,Senior Associate,Audit–Assurance,,0,,Current,2014
2014-03-12,4.0,United States,1,Associate,Tax,,0,0,Current,2014
2014-04-18,5.0,United States,1,Intern,Other,,1,1,Current,2014
2014-07-24,5.0,Other,0,,Deals–Transactions,,1,1,Former,2014
2014-10-23,4.0,United States,1,Senior Associate,Consulting–Advisory,1,1,1,Current,2014
2014-12-05,3.0,China,1,Intern,Other,1,0,,Current,2014
2015-01-24,3.0,Australia,0,,Other,-1,0,1,Former,2015
2015-02-10,2.0,Other,0,Senior Associate,Consulting–Advisory,,0,0,Former,2015
2015-03-12,3.0,United States,0,Senior Associate,Other,1,0,1,Former,2015
2015-03-29,5.0,United States,0,Associate,Audit–Assurance,1,1,,Former,2015
2015-06-08,1.0,India,0,,Other,-1,-1,-1,Former,2015
2015-06-16,4.0,United Kingdom,1,,Other,,0,,Current,2015
2015-07-11,1.0,United States,0,Associate,Other,-1,0,1,Former,2015
2015-07-21,3.0,United States,1,Senior Associate,Audit–Assurance,,1,1,Current,2015
2015-08-24,4.0,Philippines,1,Senior Associate,Audit–Assurance,1,0,1,Current,2015
2015-10-29,4.0,India,0,Intern,Other,,,,Former,2015
2015-12-26,4.0,United States,1,,Other,1,0,0,Current,2015
2016-01-22,4.0,China,0,Senior Associate,Other,,1,0,Former,2016
2016-02-16,4.0,United States,1,Senior Associate,Tax,1,1,1,Current,2016
2016-02-22,3.0,Taiwan,0,Associate,Support (HR/Ops/Finance),,0,,Former,2016
2016-04-20,5.0,United Kingdom,0,Intern,Tech–IT–Data,1,1,,Former,2016
2016-04-30,5.0,United States,1,Partner,Other,1,1,,Current,2016
2016-05-31,5.0,United States,1,Associate,Audit–Assurance,,1,1,Current,2016
2016-09-10,5.0,Hong Kong,1,Director,Other,,1,,Current,2016
2016-10-02,5.0,Other,0,Senior Associate,Audit–Assurance,,1,,Former,2016
2016-10-24,4.0,Israel,0,,Deals–Transactions,1,1,0,Former,2016
2016-11-26,5.0,United States,1,Manager,Other,1,1,1,Current,2016
2016-12-10,5.0,United Kingdom,1,Associate,Audit–Assurance,1,1,1,Current,2016
2017-03-14,1.0,India,1,Associate,Other,-1,-1,0,Current,2017
2017-05-03,5.0,Australia,1,Associate,Other,1,1,1,Current,2017
2017-05-03,5.0,United States,1,Senior Associate,Other,1,1,1,Current,2017
2017-06-13,4.0,Australia,0,Director,Deals–Transactions,,1,,Former,2017
2017-06-25,4.0,New Zealand,0,Manager,Consulting–Advisory,1,0,0,Former,2017
2017-07-31,5.0,United States,1,,Audit–Assurance,1,1,,Current,2017
2017-08-09,3.0,India,0,,Other,-1,,,Former,2017
2017-08-16,4.0,South Africa,1,Senior Associate,Audit–Assurance,1,0,1,Current,2017
2017-09-13,5.0,United States,1,Senior Associate,Other,1,1,1,Current,2017
2017-11-07,4.0,United Kingdom,0,,Support (HR/Ops/Finance),1,1,0,Former,2017
2017-11-17,4.0,United Kingdom,1,Senior Manager,Other,1,0,0,Current,2017
2017-11-26,2.0,United States,0,Associate,Audit–Assurance,,0,0,Former,2017
2017-12-07,4.0,United States,1,Associate,Audit–Assurance,,1,0,Current,2017
2017-12-12,3.0,Poland,0,Associate,Tech–IT–Data,,,,Former,2017
2017-12-12,4.0,India,1,Senior Associate,Support (HR/Ops/Finance),1,1,0,Current,2017
2018-03-07,3.0,India,1,,Other,1,0,0,Current,2018
2018-03-19,5.0,United States,1,Intern,Other,,1,1,Current,2018
2018-10-30,4.0,United States,1,Senior Associate,Other,1,1,1,Current,2018
2018-11-14,4.0,Malaysia,0,Senior Associate,Audit–Assurance,,0,0,Former,2018
2018-12-06,4.0,United States,0,Director,Other,,-1,-1,Former,2018
2018-12-10,5.0,United Kingdom,0,Senior Associate,Tax,1,1,1,Former,2018
2019-01-05,4.0,United States,1,Associate,Consulting–Advisory,,1,1,Current,2019
2019-04-20,2.0,Australia,1,Manager,Other,-1,,,Current,2019
2019-10-17,5.0,United Kingdom,1,,Other,1,1,1,Current,2019
2019-11-11,4.0,United Kingdom,0,Associate,Audit–Assurance,1,1,1,Former,2019
2019-11-28,3.0,United Kingdom,1,Associate,Support (HR/Ops/Finance),,1,1,Current,2019
2020-01-07,4.0,United States,1,Senior Associate,Other,,1,0,Current,2020
2020-04-17,3.0,United States,0,Partner,Other,-1,0,0,Former,2020
2020-05-05,1.0,Bahrain,0,,Other,,-1,-1,Former,2020
2020-08-13,4.0,United States,0,Intern,Other,,,,Former,2020
2020-08-14,4.0,United States,1,Senior Associate,Tax,1,-1,-1,Current,2020
2020-08-19,2.0,Other,0,,Other,-1,-1,,Former,2020
2020-10-12,5.0,Nigeria,0,,Other,1,1,1,Former,2020
2020-10-21,2.0,Kenya,0,Associate,Audit–Assurance,,,,Former,2020
2020-11-19,3.0,United States,0,Associate,Audit–Assurance,,,1,Former,2020
2020-12-08,1.0,Greece,0,Intern,Other,-1,-1,0,Former,2020
2020-12-18,5.0,India,0,Intern,Other,,1,1,Former,2020
2021-01-22,4.0,United Arab Emirates,0,Partner,Other,1,1,0,Former,2021
2021-01-25,3.0,India,1,Senior Associate,Other,1,0,,Current,2021
2021-02-17,4.0,India,1,Associate,Tech–IT–Data,1,1,1,Current,2021
2021-02-22,4.0,United Kingdom,1,Senior Associate,Other,,1,1,Current,2021
2021-03-25,5.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2021
2021-04-12,2.0,South Africa,0,Associate,Tech–IT–Data,-1,0,0,Former,2021
2021-04-13,3.0,United States,1,Associate,Audit–Assurance,,1,0,Current,2021
2010-07-06,4.0,United States,1,Associate,Consulting–Advisory,1,,0,Current,2010
2010-07-14,2.0,United States,1,Manager,Audit–Assurance,-1,,0,Current,2010
2010-08-16,4.0,Malaysia,0,,Other,1,,1,Former,2010
2010-12-01,2.0,United States,1,Associate,Audit–Assurance,,,1,Current,2010
2011-03-30,3.0,United States,0,Associate,Tax,-1,,0,Former,2011
2011-07-04,4.0,Russia,1,Associate,Other,1,,0,Current,2011
2011-11-10,5.0,United Kingdom,0,,Other,1,,1,Former,2011
2011-12-12,5.0,Vietnam,1,Associate,Other,,,1,Current,2011
2012-03-24,2.0,United States,0,,Other,-1,,,Former,2012
2012-06-27,5.0,Other,1,,Other,1,1,1,Current,2012
2012-07-25,3.0,Other,1,Associate,Other,1,0,0,Current,2012
2012-10-03,5.0,United States,1,Associate,Consulting–Advisory,1,1,1,Current,2012
2012-10-21,1.0,United States,1,Partner,Other,-1,0,-1,Current,2012
2012-11-12,2.0,Hong Kong,0,Senior Associate,Other,-1,0,0,Former,2012
2013-01-16,3.0,United States,1,Senior Associate,Other,,0,1,Current,2013
2013-02-03,5.0,United States,1,Associate,Consulting–Advisory,1,1,0,Current,2013
2013-03-04,5.0,Australia,1,Manager,Other,,1,1,Current,2013
2013-06-18,4.0,United States,0,Associate,Tax,,1,1,Former,2013
2013-06-24,2.0,India,0,Manager,Other,,-1,-1,Former,2013
2013-09-19,3.0,Ireland,1,Associate,Other,1,1,,Current,2013
2013-10-01,4.0,Hong Kong,1,Partner,Other,1,1,0,Current,2013
2013-10-17,3.0,United States,0,Senior Associate,Other,,0,,Former,2013
2013-10-29,3.0,United States,1,Associate,Audit–Assurance,1,0,0,Current,2013
2013-12-02,5.0,United States,1,Senior Associate,Consulting–Advisory,,1,1,Current,2013
2014-01-22,4.0,United Kingdom,0,Intern,Other,1,1,1,Former,2014
2014-01-23,4.0,United States,1,Manager,Other,,1,1,Current,2014
2014-04-02,3.0,United Kingdom,1,Senior Associate,Consulting–Advisory,,1,0,Current,2014
2014-04-10,4.0,Taiwan,0,Senior Associate,Audit–Assurance,,1,1,Former,2014
2014-05-09,1.0,Other,0,,Other,,0,,Former,2014
2014-05-19,5.0,United States,0,Senior Associate,Audit–Assurance,1,1,1,Former,2014
2014-05-26,4.0,China,0,Intern,Tax,,,1,Former,2014
2014-07-17,2.0,India,0,Senior Associate,Other,-1,-1,-1,Former,2014
2015-01-21,2.0,India,1,Manager,Consulting–Advisory,-1,0,,Current,2015
2015-06-21,4.0,United Kingdom,1,Manager,Other,,1,0,Current,2015
2015-07-03,1.0,United States,0,Associate,Audit–Assurance,-1,-1,0,Former,2015
2015-07-25,4.0,Ukraine,0,Manager,Other,1,-1,0,Former,2015
2015-10-10,1.0,United States,0,Intern,Consulting–Advisory,-1,,-1,Former,2015
2015-10-11,3.0,Other,0,Associate,Audit–Assurance,1,1,0,Former,2015
2015-10-28,4.0,Australia,1,Senior Manager,Consulting–Advisory,,-1,1,Current,2015
2015-11-23,5.0,Egypt,0,Associate,Audit–Assurance,1,1,0,Former,2015
2015-12-07,4.0,United Arab Emirates,1,Associate,Other,,,1,Current,2015
2015-12-08,5.0,Hong Kong,1,Senior Manager,Other,,1,0,Current,2015
2016-01-04,4.0,United States,0,Associate,Tech–IT–Data,1,1,1,Former,2016
2016-02-17,4.0,Singapore,1,Senior Associate,Consulting–Advisory,,0,-1,Current,2016
2016-03-23,3.0,United States,1,Senior Associate,Audit–Assurance,,,,Current,2016
2016-04-09,3.0,Taiwan,1,Associate,Audit–Assurance,,,,Current,2016
2016-07-20,4.0,China,0,,Other,,,,Former,2016
2016-09-22,4.0,United States,1,Associate,Audit–Assurance,,1,,Current,2016
2016-11-21,3.0,India,0,Associate,Other,,,0,Former,2016
2016-12-10,4.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2016
2017-01-04,4.0,United States,1,Manager,Other,,1,0,Current,2017
2017-02-25,3.0,United Kingdom,0,Senior Associate,Audit–Assurance,,0,0,Former,2017
2017-03-10,5.0,United States,1,Manager,Audit–Assurance,1,1,,Current,2017
2017-05-11,4.0,United States,0,Intern,Tax,,0,0,Former,2017
2017-05-30,5.0,United States,1,Director,Tech–IT–Data,1,1,1,Current,2017
2017-07-12,3.0,India,1,,Other,,1,,Current,2017
2017-07-13,4.0,Colombia,1,Associate,Other,,1,1,Current,2017
2017-07-28,5.0,Malaysia,1,Manager,Other,1,1,0,Current,2017
2017-07-31,5.0,United States,1,Intern,Audit–Assurance,1,1,0,Current,2017
2017-09-14,1.0,India,0,,Other,-1,-1,-1,Former,2017
2017-10-09,5.0,Ireland,0,Intern,Other,1,1,,Former,2017
2018-01-10,4.0,India,0,Associate,Other,1,1,0,Former,2018
2018-01-22,5.0,Other,0,Intern,Other,1,1,,Former,2018
2018-01-29,3.0,Ireland,1,Senior Associate,Other,-1,0,,Current,2018
2018-02-18,4.0,United Kingdom,1,Partner,Other,,1,1,Current,2018
2018-02-19,1.0,United States,1,Senior Associate,Consulting–Advisory,,-1,-1,Current,2018
2018-02-23,3.0,India,1,Associate,Consulting–Advisory,1,1,0,Current,2018
2018-03-31,3.0,Other,1,Senior Associate,Audit–Assurance,,1,0,Current,2018
2018-05-18,2.0,United States,0,Senior Manager,Other,1,1,1,Former,2018
2018-05-20,1.0,India,1,Associate,Other,-1,-1,,Current,2018
2018-07-28,1.0,India,1,Director,Other,,-1,0,Current,2018
2018-08-27,4.0,Brazil,1,Senior Associate,Other,1,1,,Current,2018
2018-09-05,4.0,Brazil,1,,Other,,1,1,Current,2018
2018-10-08,1.0,Ireland,0,,Audit–Assurance,-1,-1,-1,Former,2018
